S.No.,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls/per 90,Ast/per 90,xG/expexted season,xA/expected season,xG/per 90,xA/per 90,Season
72,Theo Bongonda,cd COD,"MF,FW",Cádiz,26,1995,31,24,"1,938",21.5,4,3,2,0,0.19,0.14,5.2,3,0.24,0.14,2022/2023
73,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,25,"2,151",23.9,0,0,2,0,0,0,0,0,0,0,2022/2023
74,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,29,"2,462",27.4,7,2,7,1,0.26,0.07,8.3,2.9,0.3,0.11,2022/2023
75,Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31,1991,31,29,"2,456",27.3,10,2,5,1,0.37,0.07,9.2,1.4,0.34,0.05,2022/2023
76,Juan Brandáriz,es ESP,DF,Almería,23,1999,21,15,"1,489",16.5,1,0,5,0,0.06,0,0.4,0.1,0.02,0,2022/2023
77,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,9,"1,041",11.6,1,1,5,0,0.09,0.09,1.2,0.7,0.1,0.06,2022/2023
78,Claudio Bravo,cl CHI,GK,Betis,39,1983,12,12,"1,080",12,0,0,2,0,0,0,0,0,0,0,2022/2023
79,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,22,"1,798",20,8,0,5,0,0.4,0,7.7,0.7,0.38,0.03,2022/2023
80,Santiago Bueno,uy URU,DF,Girona,23,1998,34,34,"3,010",33.4,0,1,7,1,0,0.03,1.3,1.1,0.04,0.03,2022/2023
81,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,28,"2,339",26,0,4,8,1,0,0.15,0.4,2.8,0.02,0.11,2022/2023
82,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,31,"2,669",29.7,0,1,10,2,0,0.03,2.3,1.5,0.08,0.05,2022/2023
83,Cala,es ESP,DF,Cádiz,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0.03,0,2022/2023
84,Fernando Calero,es ESP,"DF,MF",Espanyol,26,1995,27,20,"1,611",17.9,0,1,6,0,0,0.06,0.7,0.6,0.04,0.03,2022/2023
85,Alexander Callens,pe PER,DF,Girona,30,1992,6,0,120,1.3,0,0,1,0,0,0,0,0,0,0,2022/2023
86,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,19,2002,37,21,"2,010",22.3,0,1,6,0,0,0.04,0.8,1.5,0.04,0.07,2022/2023
87,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,27,"2,401",26.7,6,5,1,0,0.22,0.19,7.3,2.4,0.27,0.09,2022/2023
88,Sergio Canales,es ESP,"FW,MF",Betis,31,1991,31,28,"2,402",26.7,4,3,4,2,0.15,0.11,4.4,5.9,0.16,0.22,2022/2023
89,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,1,109,1.2,0,0,1,0,0,0,0,0,0,0.04,2022/2023
90,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,22,"1,955",21.7,3,0,4,0,0.14,0,2.6,1.1,0.12,0.05,2022/2023
91,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,25,"2,199",24.4,0,1,4,3,0,0.04,0.2,1.3,0.01,0.05,2022/2023
92,Juan Carlos,es ESP,GK,Girona,34,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,2022/2023
93,José Carlos Lazo,es ESP,"MF,FW",Almería,26,1996,1,0,20,0.2,0,0,0,0,0,0,0.1,0,0.27,0,2022/2023
94,José Carlos Lazo,es ESP,"MF,FW",Espanyol,26,1996,10,0,159,1.8,1,1,0,0,0.57,0.57,0.2,0.2,0.13,0.13,2022/2023
95,Carmona,es ESP,"MF,DF",Elche,20,2002,9,8,589,6.5,1,0,5,1,0.15,0,0.4,0.1,0.06,0.02,2022/2023
96,Carmona,es ESP,DF,Sevilla,20,2002,10,5,527,5.9,2,1,6,1,0.34,0.17,0.8,0.4,0.14,0.06,2022/2023
97,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,28,1993,35,26,"2,317",25.7,7,3,2,0,0.27,0.12,8,4.1,0.31,0.16,2022/2023
98,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,20,"1,784",19.8,0,2,8,1,0,0.1,0.8,2,0.04,0.1,2022/2023
99,William Carvalho,pt POR,MF,Betis,30,1992,33,31,"2,438",27.1,3,1,6,1,0.11,0.04,3.1,1.6,0.11,0.06,2022/2023
100,Casals,es ESP,MF,Girona,17,2005,5,0,84,0.9,0,0,1,0,0,0,,,,,2022/2023
101,Casemiro,br BRA,MF,Real Madrid,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,35,33,"2,597",28.9,13,0,11,0,0.45,0,11,1.7,0.38,0.06,2022/2023
103,Samu Castillejo,es ESP,"FW,MF",Valencia,27,1995,25,17,"1,362",15.1,4,0,7,0,0.26,0,2.9,3,0.19,0.2,2022/2023
104,Catena,es ESP,DF,Rayo Vallecano,27,1994,35,35,"3,103",34.5,1,1,14,1,0.03,0.03,1.4,1.4,0.04,0.04,2022/2023
105,Edinson Cavani,uy URU,FW,Valencia,35,1987,25,20,"1,449",16.1,5,2,6,0,0.31,0.12,6,1.7,0.37,0.11,2022/2023
106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,30,19,"1,564",17.4,0,4,8,0,0,0.23,0.9,2.1,0.05,0.12,2022/2023
107,Álex Centelles,es ESP,DF,Almería,24,1997,15,11,"1,123",12.5,1,2,0,1,0.08,0.16,0.4,1.3,0.03,0.11,2022/2023
108,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,28,1994,36,21,"1,894",21,0,4,2,1,0,0.19,2.3,2.7,0.11,0.13,2022/2023
109,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,24,1998,16,2,366,4.1,0,2,1,0,0,0.49,0.1,0.7,0.02,0.17,2022/2023
110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,2,0,37,0.4,0,0,1,1,0,0,0,0,0,0,2022/2023
111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,23,22,"1,760",19.6,1,1,2,0,0.05,0.05,1,0.5,0.05,0.03,2022/2023
112,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23,1999,37,27,"2,339",26,6,5,1,0,0.23,0.19,6.5,4.3,0.25,0.16,2022/2023
113,Víctor Chust,es ESP,DF,Cádiz,22,2000,14,10,965,10.7,1,0,3,0,0.09,0,0.9,0,0.09,0,2022/2023
114,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,28,1994,32,12,"1,282",14.2,1,0,4,0,0.07,0,2.6,0.3,0.18,0.02,2022/2023
115,Carlos Clerc,es ESP,"DF,MF",Elche,30,1992,32,31,"2,639",29.3,0,1,5,0,0,0.03,0.6,2.1,0.02,0.07,2022/2023
116,Álex Collado,es ESP,MF,Elche,23,1999,16,8,729,8.1,1,1,1,0,0.12,0.12,0.6,1.6,0.08,0.2,2022/2023
117,Diego Collado,es ESP,FW,Villarreal,21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
118,Eray Cömert,ch SUI,DF,Valencia,24,1998,23,19,"1,672",18.6,1,0,5,1,0.05,0,0.5,0.1,0.03,0,2022/2023
119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,35,29,"2,451",27.2,3,2,6,0,0.11,0.07,2.5,2.2,0.09,0.08,2022/2023
120,Copete,es ESP,DF,Mallorca,22,1999,28,27,"2,206",24.5,1,0,7,1,0.04,0,1,0.2,0.04,0.01,2022/2023
121,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,16,9,748,8.3,1,0,2,0,0.12,0,1,1,0.12,0.12,2022/2023
122,Jesús Corona,mx MEX,FW,Sevilla,29,1993,4,1,111,1.2,1,0,0,0,0.81,0,0.5,0.2,0.37,0.2,2022/2023
123,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,27,1995,35,13,"1,455",16.2,9,1,3,1,0.56,0.06,7.2,3.5,0.44,0.22,2022/2023
124,Thierry Correia,pt POR,DF,Valencia,23,1999,27,24,"2,009",22.3,0,0,5,0,0,0,0.3,1.1,0.01,0.05,2022/2023
125,Jaume Costa,es ESP,DF,Mallorca,34,1988,32,30,"2,599",28.9,0,1,10,0,0,0.03,1,2.5,0.04,0.09,2022/2023
126,Samu Costa,pt POR,MF,Almería,21,2000,32,22,"1,989",22.1,1,2,5,0,0.05,0.09,1.7,1,0.08,0.04,2022/2023
127,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31,31,"2,790",31,0,0,0,0,0,0,0,0.4,0,0.01,2022/2023
128,Yan Couto,br BRA,"DF,MF",Girona,20,2002,25,12,"1,158",12.9,1,2,3,0,0.08,0.16,0.5,2.4,0.04,0.19,2022/2023
129,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,27,21,"2,062",22.9,0,0,7,0,0,0,0.2,1,0.01,0.05,2022/2023
130,Juan Cruz,es ESP,FW,Betis,22,2000,6,1,178,2,1,0,1,0,0.51,0,0.5,0.1,0.23,0.07,2022/2023
131,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,10,5,506,5.6,0,0,1,0,0,0,0.4,0.1,0.08,0.01,2022/2023
132,Braian Cufré,ar ARG,DF,Mallorca,25,1996,5,2,220,2.4,0,0,0,0,0,0,0.1,0,0.04,0.01,2022/2023
133,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,23,1999,11,2,377,4.2,0,2,2,0,0,0.48,1.4,0.8,0.34,0.2,2022/2023
134,Curro,es ESP,MF,Almería,26,1996,2,0,43,0.5,0,0,1,0,0,0,0.1,0.2,0.19,0.44,2022/2023
135,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,10,6,479,5.3,2,0,0,0,0.38,0,2.7,0.4,0.5,0.07,2022/2023
136,Sergi Darder,es ESP,MF,Espanyol,28,1993,38,38,"3,320",36.9,6,3,4,0,0.16,0.08,3.5,7.5,0.09,0.2,2022/2023
137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,30,24,"1,923",21.4,2,7,5,0,0.09,0.33,1.6,5.6,0.07,0.26,2022/2023
138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,8,2,309,3.4,0,0,3,0,0,0,0.2,0.1,0.04,0.02,2022/2023
140,Fran Delgado,es ESP,DF,Betis,21,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,25,16,"1,410",15.7,5,7,4,0,0.32,0.45,3.9,4.9,0.25,0.31,2022/2023
142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,29,28,"2,446",27.2,3,0,7,1,0.11,0,2.7,0.3,0.1,0.01,2022/2023
143,Mamady Diarra,ml MLI,"MF,DF",Cádiz,22,2000,2,1,66,0.7,0,0,0,0,0,0,0.1,0,0.2,0,2022/2023
144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,5,1,98,1.1,0,0,2,0,0,0,0,0.5,0,0.45,2022/2023
145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,37,37,"3,324",36.9,0,0,4,0,0,0,0,0,0,0,2022/2023
146,Djené,tg TOG,DF,Getafe,30,1991,33,33,"2,840",31.6,0,1,10,1,0,0.03,0.6,0.7,0.02,0.02,2022/2023
147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,15,13,"1,269",14.1,0,0,1,0,0,0,0,0,0,0,2022/2023
148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,2022/2023
149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,4,2,197,2.2,0,1,0,0,0,0.46,0,0.4,0.02,0.18,2022/2023
150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,3,1,108,1.2,0,0,0,0,0,0,0,0,0.02,0,2022/2023
151,John Donald,es ESP,"MF,DF",Elche,21,2000,14,13,"1,092",12.1,0,0,3,1,0,0,0.1,0.1,0.01,0.01,2022/2023
152,Domingos Duarte,pt POR,DF,Getafe,27,1995,31,30,"2,657",29.5,0,2,11,1,0,0.07,1.3,0.8,0.04,0.03,2022/2023
153,Pablo Durán,es ESP,"MF,DF",Celta Vigo,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,2022/2023
154,Hugo Duro,es ESP,FW,Valencia,22,1999,30,12,"1,385",15.4,1,1,5,0,0.06,0.06,4.4,1.1,0.29,0.07,2022/2023
155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,25,10,967,10.7,1,1,6,0,0.09,0.09,1,0.6,0.1,0.06,2022/2023
156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,25,16,"1,449",16.1,0,1,5,1,0,0.06,0.7,1,0.04,0.06,2022/2023
157,Rodrigo Ely,br BRA,DF,Almería,28,1993,36,36,"3,155",35.1,0,1,10,1,0,0.03,1,0.8,0.03,0.02,2022/2023
158,Adri Embarba,es ESP,"FW,MF",Almería,30,1992,29,18,"1,472",16.4,4,3,5,1,0.24,0.18,3.8,3.4,0.23,0.21,2022/2023
159,Adri Embarba,es ESP,FW,Espanyol,30,1992,1,0,35,0.4,0,0,0,0,0,0,0.1,0,0.2,0,2022/2023
160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,31,17,"1,661",18.5,8,1,4,0,0.43,0.05,8.1,1.1,0.44,0.06,2022/2023
161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,14,13,"1,121",12.5,4,1,4,0,0.32,0.08,3.5,1.5,0.28,0.12,2022/2023
162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,23,17,"1,439",16,1,0,3,0,0.06,0,1.5,1.8,0.09,0.11,2022/2023
163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,36,35,"3,122",34.7,0,4,7,0,0,0.12,1.5,4.2,0.04,0.12,2022/2023
164,Bernardo Espinosa,co COL,DF,Girona,33,1989,20,14,"1,225",13.6,1,1,5,0,0.07,0.07,1.2,0,0.09,0,2022/2023
165,Edu Expósito,es ESP,MF,Espanyol,25,1996,28,13,"1,160",12.9,2,2,3,1,0.16,0.16,0.9,2.4,0.07,0.18,2022/2023
166,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,22,2000,18,3,514,5.7,0,1,2,0,0,0.18,0.4,0.8,0.07,0.14,2022/2023
167,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,20,2001,28,19,"1,504",16.7,4,2,4,2,0.24,0.12,2.7,1.9,0.16,0.11,2022/2023
168,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,36,1986,27,3,616,6.8,2,0,4,0,0.29,0,2.9,0.1,0.42,0.01,2022/2023
169,Fali,es ESP,"DF,MF",Cádiz,28,1993,25,22,"1,714",19,0,0,6,0,0,0,0.6,0.2,0.03,0.01,2022/2023
170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,2022/2023
171,Ansu Fati,es ESP,FW,Barcelona,19,2002,36,12,"1,393",15.5,7,3,3,0,0.45,0.19,9.1,1.7,0.59,0.11,2022/2023
172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,8,4,375,4.2,0,0,1,0,0,0,0.2,0.1,0.05,0.03,2022/2023
173,Nabil Fekir,fr FRA,MF,Betis,29,1993,15,12,961,10.7,2,2,4,1,0.19,0.19,2.4,2.7,0.23,0.26,2022/2023
174,Felipe,br BRA,DF,Atlético Madrid,33,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.02,0.01,2022/2023
175,Luiz Felipe,it ITA,DF,Betis,25,1997,23,22,"1,763",19.6,0,0,3,3,0,0,0.2,0.3,0.01,0.02,2022/2023
176,João Félix,pt POR,"FW,MF",Atlético Madrid,22,1999,14,7,650,7.2,4,3,5,0,0.55,0.42,2.8,1.5,0.39,0.2,2022/2023
177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,20,13,"1,133",12.6,0,0,0,0,0,0,0.1,0.7,0,0.05,2022/2023
178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21,21,"1,890",21,0,0,1,0,0,0,0,0,0,0,2022/2023
179,Álex Fernández,es ESP,"MF,FW",Cádiz,29,1992,28,17,"1,576",17.5,3,0,0,0,0.17,0,2.7,1.6,0.15,0.09,2022/2023
180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11,11,990,11,0,0,1,0,0,0,0,0.2,0,0.01,2022/2023
181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,24,8,631,7,1,0,6,0,0.14,0,2.4,0.6,0.34,0.08,2022/2023
182,Federico Fernández,ar ARG,DF,Elche,33,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2022/2023
183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,27,24,"2,156",24,1,0,4,0,0.04,0,0.6,0.1,0.02,0,2022/2023
184,Fernando,es ESP,GK,Almería,32,1990,37,37,"3,285",36.5,0,0,3,0,0,0,0,0,0,0,2022/2023
185,Fernando,br BRA,"MF,DF",Sevilla,35,1987,22,19,"1,577",17.5,0,1,3,1,0,0.06,0.2,0.7,0.01,0.04,2022/2023
186,Fidel,es ESP,"MF,FW",Elche,32,1989,27,21,"1,714",19,3,2,5,0,0.16,0.11,2.3,2.3,0.12,0.12,2022/2023
187,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,30,17,"1,738",19.3,0,2,4,0,0,0.1,0.2,1.7,0.01,0.09,2022/2023
188,Juan Foyth,ar ARG,DF,Villarreal,24,1998,24,22,"1,958",21.8,1,0,6,0,0.05,0,1.1,1.6,0.05,0.08,2022/2023
189,Iván Fresneda,es ESP,DF,Valladolid,17,2004,22,18,"1,743",19.4,0,0,3,0,0,0,0.6,1.5,0.03,0.08,2022/2023
190,Javi Galán,es ESP,DF,Celta Vigo,27,1994,37,36,"3,160",35.1,0,3,6,0,0,0.09,0.6,4.1,0.02,0.12,2022/2023
191,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,30,28,"2,449",27.2,0,1,12,0,0,0.04,0.3,1.4,0.01,0.05,2022/2023
192,Aleix García,es ESP,MF,Girona,25,1997,30,26,"2,337",26,1,5,1,0,0.04,0.19,1.8,6.1,0.07,0.23,2022/2023
193,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,29,1992,35,34,"2,870",31.9,5,5,7,0,0.16,0.16,3.6,5.7,0.11,0.18,2022/2023
194,Borja García,es ESP,"MF,FW",Girona,31,1990,11,10,679,7.5,1,0,1,0,0.13,0,0.7,0.6,0.09,0.08,2022/2023
195,Carlos García,es ESP,DF,Cádiz,22,2000,1,0,25,0.3,0,1,0,0,0,3.6,0,0.1,0,0.4,2022/2023
196,Dani García,es ESP,MF,Athletic Club,32,1990,25,18,"1,485",16.5,0,2,6,0,0,0.12,1.4,0.7,0.09,0.04,2022/2023
197,David García,es ESP,DF,Osasuna,28,1994,32,31,"2,680",29.8,2,0,8,1,0.07,0,0.7,0.4,0.02,0.01,2022/2023
198,Eric García,es ESP,"DF,MF",Barcelona,21,2001,24,15,"1,417",15.7,1,0,3,0,0.06,0,1.6,0.2,0.1,0.02,2022/2023
199,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,38,38,"3,407",37.9,2,3,1,0,0.05,0.08,1.2,1.6,0.03,0.04,2022/2023
200,Joan García,es ESP,GK,Espanyol,21,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2022/2023
201,Raúl García,es ESP,"FW,MF",Athletic Club,36,1986,35,6,967,10.7,2,3,4,0,0.19,0.28,5.2,1.1,0.48,0.1,2022/2023
202,Rubén García,es ESP,"FW,MF",Osasuna,29,1993,29,11,"1,159",12.9,2,2,2,0,0.16,0.16,1.8,2,0.14,0.15,2022/2023
203,Unai García,es ESP,DF,Osasuna,30,1992,21,20,"1,713",19,0,1,6,1,0,0.05,0.2,0.1,0.01,0,2022/2023
204,Felix Garreta,es ESP,DF,Betis,18,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2022/2023
205,Aleix Garrido,es ESP,FW,Barcelona,18,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
206,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,1,0,36,0.4,0,0,0,0,0,0,0.4,0,1.06,0.09,2022/2023
207,Gavi,es ESP,"MF,FW",Barcelona,17,2004,36,30,"2,531",28.1,2,4,10,0,0.07,0.14,3.2,3.7,0.11,0.13,2022/2023
208,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28,28,"2,520",28,0,0,4,0,0,0,0,0.2,0,0.01,2022/2023
209,Bryan Gil,es ESP,"FW,DF",Sevilla,21,2001,17,10,918,10.2,2,2,4,0,0.2,0.2,2.9,0.7,0.28,0.07,2022/2023
210,David Gil,es ESP,GK,Cádiz,28,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,2022/2023
211,Óscar Gil,es ESP,DF,Espanyol,25,1997,33,31,"2,559",28.4,0,1,14,0,0,0.04,0.6,2.9,0.02,0.1,2022/2023
212,Álvaro Giménez,es ESP,FW,Cádiz,31,1991,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,2022/2023
213,Dani Gómez,es ESP,"MF,FW",Espanyol,24,1998,8,0,88,1,0,0,2,0,0,0,0,0,0,0.04,2022/2023
214,Maxi Gómez,uy URU,FW,Valencia,25,1996,3,0,108,1.2,0,0,0,0,0,0,0.2,0.2,0.18,0.16,2022/2023
215,Moi Gómez,es ESP,"MF,FW",Osasuna,28,1994,33,28,"2,453",27.3,3,2,5,0,0.11,0.07,1.6,4.2,0.06,0.15,2022/2023
216,Papu Gómez,ar ARG,"FW,MF",Sevilla,34,1988,19,11,"1,065",11.8,1,1,4,0,0.08,0.08,1.4,1.7,0.12,0.15,2022/2023
217,Sergi Gómez,es ESP,DF,Espanyol,30,1992,29,26,"2,339",26,0,0,1,2,0,0,0.9,0.4,0.03,0.01,2022/2023
218,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,2022/2023
219,Diego González,es ESP,DF,Elche,27,1995,16,8,958,10.6,0,0,4,0,0,0,0.8,0,0.07,0,2022/2023
220,Édgar González,es ESP,DF,Betis,25,1997,25,18,"1,772",19.7,0,0,8,2,0,0,1.2,0.8,0.06,0.04,2022/2023
221,Giovanni González,uy URU,DF,Mallorca,27,1994,15,9,926,10.3,0,2,5,0,0,0.19,0.2,1.2,0.02,0.12,2022/2023
222,Nicolás González,es ESP,MF,Valencia,20,2002,26,18,"1,405",15.6,1,1,2,0,0.06,0.06,1.5,1.3,0.1,0.09,2022/2023
223,Roberto González,es ESP,"FW,MF",Betis,21,2001,2,0,54,0.6,0,0,1,0,0,0,0,0.3,0,0.48,2022/2023
224,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,27,19,"1,708",19,0,0,3,0,0,0,0.6,1,0.03,0.05,2022/2023
225,José Gragera,es ESP,"MF,DF",Espanyol,21,2000,9,5,460,5.1,1,0,2,0,0.2,0,0.7,0,0.14,0,2022/2023
226,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,12,10,922,10.2,0,0,3,0,0,0,0,0,0,0,2022/2023
227,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2022/2023
228,Clément Grenier,fr FRA,MF,Mallorca,31,1991,21,6,718,8,0,0,7,0,0,0,0.2,1.1,0.03,0.14,2022/2023
229,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,31,1991,38,31,"2,859",31.8,15,16,2,0,0.47,0.5,12.3,13.9,0.39,0.44,2022/2023
230,Andrés Guardado,mx MEX,MF,Betis,35,1986,26,16,"1,373",15.3,1,1,7,0,0.07,0.07,0.3,1.1,0.02,0.07,2022/2023
231,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,14,8,502,5.6,0,0,1,0,0,0,1,0.1,0.18,0.03,2022/2023
232,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,17,14,"1,165",12.9,3,0,2,0,0.23,0,3.4,0.5,0.26,0.04,2022/2023
233,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,30,1991,34,31,"2,779",30.9,3,1,8,0,0.1,0.03,1.7,0.4,0.06,0.01,2022/2023
234,Javier Guerra,es ESP,MF,Valencia,19,2003,10,6,605,6.7,1,0,0,0,0.15,0,0.9,1.1,0.13,0.17,2022/2023
235,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,8,2,221,2.5,0,0,2,0,0,0,0,0.7,0.01,0.28,2022/2023
236,Pape Gueye,sn SEN,MF,Sevilla,23,1999,16,15,"1,171",13,1,3,6,3,0.08,0.23,1.3,1.2,0.1,0.09,2022/2023
237,Gerard Gumbau,es ESP,MF,Elche,27,1994,35,31,"2,737",30.4,1,6,11,0,0.03,0.2,2.3,6.2,0.08,0.2,2022/2023
238,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,30,17,"1,421",15.8,6,1,2,0,0.38,0.06,6.1,1,0.39,0.06,2022/2023
239,Raúl Guti,es ESP,MF,Elche,25,1996,28,12,"1,117",12.4,0,0,1,0,0,0,1.6,0.1,0.13,0.01,2022/2023
240,Miguel Gutiérrez,es ESP,DF,Girona,21,2001,34,27,"2,390",26.6,2,3,6,0,0.08,0.11,0.8,3.3,0.03,0.12,2022/2023
241,Munir El Haddadi,ma MAR,"MF,FW",Getafe,26,1995,28,10,"1,150",12.8,3,1,4,0,0.23,0.08,2.7,1.2,0.21,0.09,2022/2023
242,Dennis Hadzikadunic,ba BIH,DF,Mallorca,24,1998,8,7,614,6.8,0,0,1,0,0,0,0.3,0,0.05,0,2022/2023
243,Haissem Hassan,fr FRA,"FW,MF",Villarreal,20,2002,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0.04,2022/2023
244,Eden Hazard,be BEL,FW,Real Madrid,31,1991,6,2,196,2.2,0,1,0,0,0,0.46,1,0.5,0.45,0.23,2022/2023
245,Luiz Henrique,br BRA,FW,Betis,21,2001,33,21,"1,807",20.1,1,3,6,0,0.05,0.15,3.2,2.9,0.16,0.14,2022/2023
246,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,26,24,"2,110",23.4,3,2,7,2,0.13,0.09,2.1,1.4,0.09,0.06,2022/2023
247,Javi Hernández ,es ESP,DF,Girona,24,1998,25,13,"1,116",12.4,1,2,3,0,0.08,0.16,1.3,0.9,0.1,0.07,2022/2023
248,Aridane Hernández,es ESP,DF,Osasuna,33,1989,23,20,"1,793",19.9,0,1,1,0,0,0.05,0.2,0.7,0.01,0.04,2022/2023
249,Luis Hernández,es ESP,DF,Cádiz,33,1989,35,35,"3,149",35,0,0,8,1,0,0,0.3,0.9,0.01,0.03,2022/2023
250,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,3,1,103,1.1,0,0,1,0,0,0,0.1,0,0.05,0,2022/2023
251,Jorge Herrando,es ESP,DF,Osasuna,21,2001,1,1,25,0.3,0,0,0,1,0,0,0,0,0,0,2022/2023
252,Ander Herrera,es ESP,MF,Athletic Club,32,1989,17,9,697,7.7,0,1,4,1,0,0.13,0.5,0.9,0.07,0.11,2022/2023
253,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17,17,"1,530",17,0,0,3,0,0,0,0,0,0,0,2022/2023
